year,county,cause,sex,age_code,N
110,0101,16,1,14,2
110,0101,16,1,15,3
110,0101,16,1,16,6
110,0101,16,1,17,4
110,0101,16,1,18,5
110,0101,16,1,19,7
110,0101,16,1,20,10
110,0101,16,1,21,9
110,0101,16,1,22,11
110,0101,16,1,23,20
110,0101,16,1,24,16
110,0101,16,1,25,11
110,0101,16,1,26,4
110,0101,16,2,13,1
110,0101,16,2,14,1
110,0101,16,2,15,1
110,0101,16,2,17,1
110,0101,16,2,18,1
110,0101,16,2,19,3
110,0101,16,2,20,3
110,0101,16,2,21,11
110,0101,16,2,22,14
110,0101,16,2,23,19
110,0101,16,2,24,27
110,0101,16,2,25,13
110,0101,16,2,26,4
110,0101,17,1,14,1
110,0101,17,1,16,1
110,0101,17,1,17,1
110,0101,17,1,18,4
110,0101,17,1,19,1
110,0101,17,1,20,3
110,0101,17,1,21,4
110,0101,17,1,22,11
110,0101,17,1,23,11
110,0101,17,1,24,10
110,0101,17,1,25,4
110,0101,17,1,26,1
110,0101,17,2,13,1
110,0101,17,2,14,1
110,0101,17,2,15,2
110,0101,17,2,16,1
110,0101,17,2,18,1
110,0101,17,2,20,2
110,0101,17,2,21,2
110,0101,17,2,22,8
110,0101,17,2,23,11
110,0101,17,2,24,4
110,0101,17,2,25,4
110,0101,17,2,26,2
110,0101,18,1,24,1
110,0101,19,1,14,2
110,0101,19,1,19,1
110,0101,19,1,20,1
110,0101,19,1,24,2
110,0101,19,2,14,1
110,0101,19,2,15,2
110,0101,19,2,20,1
110,0101,19,2,25,1
110,0101,20,1,22,1
110,0101,21,1,17,1
110,0101,21,1,19,2
110,0101,21,1,20,1
110,0101,21,1,21,4
110,0101,21,1,22,6
110,0101,21,1,23,9
110,0101,21,1,24,14
110,0101,21,1,25,8
110,0101,21,2,17,1
110,0101,21,2,19,1
110,0101,21,2,20,1
110,0101,21,2,21,3
110,0101,21,2,22,4
110,0101,21,2,23,8
110,0101,21,2,24,21
110,0101,21,2,25,8
110,0101,23,1,20,3
110,0101,23,1,21,2
110,0101,23,1,22,10
110,0101,23,1,23,8
110,0101,23,1,24,6
110,0101,23,1,25,5
110,0101,23,1,26,1
110,0101,23,2,20,2
110,0101,23,2,22,3
110,0101,23,2,23,6
110,0101,23,2,24,5
110,0101,23,2,25,1
110,0101,25,1,22,3
110,0101,25,1,23,1
110,0101,25,1,24,1
110,0101,25,2,22,3
110,0101,25,2,23,2
110,0101,25,2,24,1
110,0101,26,1,23,1
110,0101,26,2,21,1
110,0101,26,2,23,1
110,0101,26,2,24,1
110,0101,27,1,23,1
110,0101,27,1,24,1
110,0101,28,1,14,2
110,0101,28,1,15,1
110,0101,28,1,16,1
110,0101,28,1,18,1
110,0101,28,1,19,2
110,0101,28,1,22,1
110,0101,28,1,25,1
110,0101,28,2,13,1
110,0101,28,2,20,1
110,0101,28,2,22,1
110,0101,28,2,23,1
110,0101,28,2,24,1
110,0101,28,2,26,1
110,0101,29,2,20,1
110,0101,29,2,21,1
110,0101,29,2,24,1
110,0101,29,2,25,1
110,0101,30,1,14,1
110,0101,30,1,20,1
110,0101,30,2,22,1
110,0101,31,1,18,1
110,0101,31,1,22,1
110,0101,31,2,15,2
110,0101,31,2,22,2
110,0101,31,2,23,1
110,0101,31,2,26,2
110,0101,32,1,17,1
110,0101,32,1,19,3
110,0101,32,1,20,1
110,0101,32,1,22,4
110,0101,32,1,23,2
110,0101,32,1,24,4
110,0101,32,1,25,2
110,0101,32,2,20,3
110,0101,32,2,22,2
110,0101,32,2,23,4
110,0101,32,2,24,3
110,0101,32,2,25,3
110,0101,36,1,20,1
110,0101,36,1,24,1
110,0101,36,2,25,1
110,0101,36,2,26,1
110,0101,38,1,18,1
110,0101,38,1,19,3
110,0101,38,1,20,2
110,0101,38,1,21,2
110,0101,38,2,17,1
110,0101,38,2,20,1
110,0101,38,2,21,1
110,0101,38,2,26,1
110,0101,39,1,07,1
110,0101,39,1,09,1
110,0101,39,1,10,1
110,0101,39,1,12,1
110,0101,39,1,15,1
110,0101,39,1,19,1
110,0101,39,1,20,1
110,0101,39,1,21,2
110,0101,39,1,22,2
110,0101,39,1,23,1
110,0101,39,1,24,1
110,0101,39,2,02,1
110,0101,39,2,13,1
110,0101,39,2,14,1
110,0101,39,2,15,1
110,0101,39,2,16,1
110,0101,39,2,17,1
110,0101,39,2,22,2
110,0101,39,2,24,1
110,0101,40,1,10,1
110,0101,40,1,11,1
110,0101,40,1,12,1
110,0101,40,1,13,1
110,0101,40,1,14,1
110,0101,40,1,15,1
110,0101,40,1,16,1
110,0101,40,1,17,2
110,0101,40,1,19,2
110,0101,40,1,20,1
110,0101,40,1,22,1
110,0101,40,1,23,1
110,0101,40,2,08,1
110,0101,40,2,09,1
110,0101,40,2,11,2
110,0101,40,2,15,1
110,0101,40,2,16,1
110,0101,40,2,17,1
110,0101,40,2,18,2
110,0101,40,2,21,1
110,0101,40,2,22,2
110,0101,40,2,23,1
110,0101,42,1,07,1
110,0101,42,1,09,1
110,0101,42,1,10,1
110,0101,42,1,12,1
110,0101,42,1,13,1
110,0101,42,1,15,3
110,0101,42,1,16,6
110,0101,42,1,17,4
110,0101,42,1,18,4
110,0101,42,1,19,8
110,0101,42,1,20,4
110,0101,42,1,21,7
110,0101,42,1,22,6
110,0101,42,1,23,14
110,0101,42,1,24,15
110,0101,42,1,25,5
110,0101,42,1,26,2
110,0101,42,2,16,1
110,0101,42,2,17,3
110,0101,42,2,19,1
110,0101,42,2,20,4
110,0101,42,2,21,6
110,0101,42,2,22,8
110,0101,42,2,23,12
110,0101,42,2,24,17
110,0101,42,2,25,18
110,0101,42,2,26,2
110,0102,02,1,21,1
110,0102,02,1,23,1
110,0102,02,1,24,1
110,0102,03,1,20,1
110,0102,03,1,21,1
110,0102,03,1,22,2
110,0102,03,1,23,1
110,0102,03,1,24,1
110,0102,03,1,25,3
110,0102,03,2,21,2
110,0102,03,2,22,4
110,0102,03,2,23,5
110,0102,03,2,24,1
110,0102,03,2,25,1
110,0102,04,1,19,1
110,0102,04,1,20,1
110,0102,04,2,21,1
110,0102,06,1,05,1
110,0102,06,1,10,2
110,0102,06,1,11,2
110,0102,06,1,12,1
110,0102,06,1,13,1
110,0102,06,1,14,5
110,0102,06,1,15,5
110,0102,06,1,16,11
110,0102,06,1,17,18
110,0102,06,1,18,26
110,0102,06,1,19,32
110,0102,06,1,20,50
110,0102,06,1,21,43
110,0102,06,1,22,39
110,0102,06,1,23,52
110,0102,06,1,24,26
110,0102,06,1,25,11
110,0102,06,1,26,3
110,0102,06,2,11,2
110,0102,06,2,12,2
110,0102,06,2,13,2
110,0102,06,2,14,4
110,0102,06,2,15,9
110,0102,06,2,16,9
110,0102,06,2,17,17
110,0102,06,2,18,17
110,0102,06,2,19,31
110,0102,06,2,20,38
110,0102,06,2,21,37
110,0102,06,2,22,35
110,0102,06,2,23,34
110,0102,06,2,24,15
110,0102,06,2,25,11
110,0102,06,2,26,1
110,0102,07,1,14,1
110,0102,07,1,18,1
110,0102,07,1,20,1
110,0102,07,1,21,1
110,0102,07,1,22,1
110,0102,07,1,23,5
110,0102,07,1,24,2
110,0102,07,1,25,4
110,0102,07,2,19,1
110,0102,07,2,21,2
110,0102,07,2,22,5
110,0102,07,2,23,3
110,0102,07,2,24,3
110,0102,07,2,25,3
110,0102,08,1,23,1
110,0102,08,1,24,1
110,0102,08,2,14,1
110,0102,08,2,22,1
110,0102,08,2,23,1
110,0102,08,2,24,1
110,0102,09,1,13,1
110,0102,09,1,16,1
110,0102,09,1,17,1
110,0102,09,1,18,3
110,0102,09,1,19,7
110,0102,09,1,20,6
110,0102,09,1,21,7
110,0102,09,1,22,4
110,0102,09,1,23,7
110,0102,09,1,24,8
110,0102,09,2,15,1
110,0102,09,2,17,4
110,0102,09,2,18,2
110,0102,09,2,19,2
110,0102,09,2,20,4
110,0102,09,2,21,8
110,0102,09,2,22,9
110,0102,09,2,23,8
110,0102,09,2,24,11
110,0102,09,2,25,3
110,0102,09,2,26,2
110,0102,10,1,19,1
110,0102,10,1,21,1
110,0102,10,1,22,1
110,0102,10,1,23,5
110,0102,10,1,24,4
110,0102,10,1,25,6
110,0102,10,1,26,1
110,0102,10,2,21,3
110,0102,10,2,22,2
110,0102,10,2,23,12
110,0102,10,2,24,7
110,0102,10,2,25,4
110,0102,10,2,26,1
110,0102,11,2,19,1
110,0102,11,2,22,2
110,0102,12,1,17,1
110,0102,12,1,18,1
110,0102,13,1,19,2
110,0102,13,1,20,1
110,0102,13,1,21,2
110,0102,13,1,22,4
110,0102,13,1,23,1
110,0102,13,1,24,4
110,0102,13,1,25,2
110,0102,13,1,26,1
110,0102,13,2,17,1
110,0102,13,2,20,3
110,0102,13,2,21,2
110,0102,13,2,23,4
110,0102,13,2,24,4
110,0102,14,1,23,1
110,0102,14,1,24,1
110,0102,14,1,25,2
110,0102,14,2,23,2
110,0102,14,2,24,1
110,0102,15,1,15,2
110,0102,15,1,16,2
110,0102,15,1,17,2
110,0102,15,1,18,3
110,0102,15,1,19,1
110,0102,15,1,20,1
110,0102,15,1,21,4
110,0102,15,1,22,2
110,0102,15,1,23,5
110,0102,15,1,24,6
110,0102,15,1,25,6
110,0102,15,2,15,1
110,0102,15,2,20,1
110,0102,15,2,21,3
110,0102,15,2,22,5
110,0102,15,2,23,10
110,0102,15,2,24,10
110,0102,15,2,25,11
110,0102,15,2,26,6
110,0102,16,1,02,1
110,0102,16,1,09,1
110,0102,16,1,12,1
110,0102,16,1,13,2
110,0102,16,1,14,2
110,0102,16,1,15,7
110,0102,16,1,16,4
110,0102,16,1,17,4
110,0102,16,1,18,11
110,0102,16,1,19,11
110,0102,16,1,20,14
110,0102,16,1,21,14
110,0102,16,1,22,23
110,0102,16,1,23,25
110,0102,16,1,24,36
110,0102,16,1,25,21
110,0102,16,1,26,2
110,0102,16,2,13,1
110,0102,16,2,14,3
110,0102,16,2,15,2
110,0102,16,2,16,1
110,0102,16,2,18,2
110,0102,16,2,19,3
110,0102,16,2,20,10
110,0102,16,2,21,10
110,0102,16,2,22,19
110,0102,16,2,23,39
110,0102,16,2,24,34
110,0102,16,2,25,22
110,0102,16,2,26,5
110,0102,17,1,13,1
110,0102,17,1,14,1
110,0102,17,1,17,1
110,0102,17,1,18,5
110,0102,17,1,19,3
110,0102,17,1,20,4
110,0102,17,1,21,5
110,0102,17,1,22,12
110,0102,17,1,23,6
110,0102,17,1,24,7
110,0102,17,1,25,1
110,0102,17,1,26,1
110,0102,17,2,15,1
110,0102,17,2,16,1
110,0102,17,2,17,1
110,0102,17,2,18,2
110,0102,17,2,19,2
110,0102,17,2,20,5
110,0102,17,2,21,9
110,0102,17,2,22,12
110,0102,17,2,23,13
110,0102,17,2,24,12
110,0102,17,2,25,4
110,0102,17,2,26,1
110,0102,19,1,16,1
110,0102,19,1,18,1
110,0102,19,1,19,1
110,0102,19,2,22,1
110,0102,21,1,17,3
110,0102,21,1,18,2
110,0102,21,1,19,1
110,0102,21,1,20,2
110,0102,21,1,21,8
110,0102,21,1,22,8
110,0102,21,1,23,16
110,0102,21,1,24,27
110,0102,21,1,25,16
110,0102,21,1,26,4
110,0102,21,2,19,2
110,0102,21,2,21,6
110,0102,21,2,22,15
110,0102,21,2,23,10
110,0102,21,2,24,13
110,0102,21,2,25,13
110,0102,21,2,26,9
110,0102,23,1,20,2
110,0102,23,1,21,3
110,0102,23,1,22,7
110,0102,23,1,23,10
110,0102,23,1,24,9
110,0102,23,1,25,2
110,0102,23,1,26,2
110,0102,23,2,18,1
110,0102,23,2,19,1
110,0102,23,2,20,1
110,0102,23,2,21,1
110,0102,23,2,22,6
110,0102,23,2,23,8
110,0102,23,2,24,9
110,0102,23,2,25,5
110,0102,23,2,26,2
110,0102,25,1,21,1
110,0102,25,1,22,3
110,0102,25,1,23,4
110,0102,25,1,24,3
110,0102,25,2,19,1
110,0102,25,2,21,1
110,0102,25,2,23,2
110,0102,25,2,24,4
110,0102,25,2,25,2
110,0102,26,1,21,1
110,0102,27,1,19,1
110,0102,27,1,20,1
110,0102,27,1,24,1
110,0102,27,2,15,1
110,0102,27,2,25,2
110,0102,28,1,15,1
110,0102,28,1,16,1
110,0102,28,1,17,4
110,0102,28,1,18,2
110,0102,28,1,21,2
110,0102,28,1,22,1
110,0102,28,1,23,2
110,0102,28,1,24,3
110,0102,28,2,18,1
110,0102,28,2,20,2
110,0102,28,2,21,1
110,0102,28,2,23,1
110,0102,29,1,20,1
110,0102,29,1,23,2
110,0102,29,1,24,2
110,0102,29,1,25,1
110,0102,29,2,20,1
110,0102,30,1,20,1
110,0102,30,1,23,1
110,0102,30,1,24,1
110,0102,30,1,25,1
110,0102,30,1,26,1
110,0102,30,2,22,2
110,0102,31,1,17,1
110,0102,31,1,19,1
110,0102,31,1,20,1
110,0102,31,1,22,2
110,0102,31,1,23,2
110,0102,31,1,24,3
110,0102,31,2,13,1
110,0102,31,2,15,2
110,0102,31,2,16,2
110,0102,31,2,18,1
110,0102,31,2,21,1
110,0102,31,2,22,3
110,0102,31,2,23,2
110,0102,31,2,24,1
110,0102,32,1,16,1
110,0102,32,1,17,1
110,0102,32,1,18,1
110,0102,32,1,19,2
110,0102,32,1,20,3
110,0102,32,1,21,3
110,0102,32,1,22,6
110,0102,32,1,23,7
110,0102,32,1,24,4
110,0102,32,1,25,5
110,0102,32,1,26,2
110,0102,32,2,18,1
110,0102,32,2,19,2
110,0102,32,2,21,2
110,0102,32,2,22,3
110,0102,32,2,23,7
110,0102,32,2,24,9
110,0102,32,2,25,1
110,0102,32,2,26,2
110,0102,34,1,01,2
110,0102,36,1,21,1
110,0102,36,1,26,1
110,0102,36,2,23,1
110,0102,36,2,24,1
110,0102,36,2,25,1
110,0102,36,2,26,1
110,0102,38,1,14,1
110,0102,38,1,19,6
110,0102,38,1,20,2
110,0102,38,1,21,1
110,0102,38,1,22,2
110,0102,38,1,23,2
110,0102,38,1,24,1
110,0102,38,2,18,2
110,0102,38,2,19,1
110,0102,38,2,20,1
110,0102,38,2,21,1
110,0102,38,2,22,3
110,0102,38,2,23,4
110,0102,38,2,25,1
110,0102,39,1,11,1
110,0102,39,1,13,1
110,0102,39,1,15,3
110,0102,39,1,16,3
110,0102,39,1,17,2
110,0102,39,1,18,2
110,0102,39,1,19,4
110,0102,39,1,20,3
110,0102,39,1,21,2
110,0102,39,1,22,1
110,0102,39,1,23,1
110,0102,39,1,24,2
110,0102,39,1,25,1
110,0102,39,1,26,1
110,0102,39,2,07,1
110,0102,39,2,09,1
110,0102,39,2,10,1
110,0102,39,2,14,1
110,0102,39,2,17,2
110,0102,39,2,19,1
110,0102,39,2,20,1
110,0102,39,2,22,1
110,0102,39,2,23,6
110,0102,39,2,24,1
110,0102,40,1,08,1
110,0102,40,1,10,1
110,0102,40,1,14,1
110,0102,40,1,16,2
110,0102,40,1,17,2
110,0102,40,1,18,3
110,0102,40,1,19,1
110,0102,40,1,20,3
110,0102,40,1,21,1
110,0102,40,1,23,2
110,0102,40,2,11,2
110,0102,40,2,14,1
110,0102,40,2,15,2
110,0102,40,2,16,1
110,0102,40,2,17,1
110,0102,40,2,19,1
110,0102,40,2,21,2
110,0102,40,2,23,1
110,0102,41,1,15,1
110,0102,42,1,02,1
110,0102,42,1,03,1
110,0102,42,1,09,1
110,0102,42,1,12,1
110,0102,42,1,13,1
110,0102,42,1,15,7
110,0102,42,1,16,7
110,0102,42,1,17,7
110,0102,42,1,18,11
110,0102,42,1,19,11
110,0102,42,1,20,11
110,0102,42,1,21,6
110,0102,42,1,22,13
110,0102,42,1,23,20
110,0102,42,1,24,32
110,0102,42,1,25,17
110,0102,42,1,26,4
110,0102,42,2,04,1
110,0102,42,2,11,1
110,0102,42,2,12,1
110,0102,42,2,13,3
110,0102,42,2,14,4
110,0102,42,2,16,3
110,0102,42,2,18,2
110,0102,42,2,19,3
110,0102,42,2,20,6
110,0102,42,2,21,9
110,0102,42,2,22,10
110,0102,42,2,23,24
110,0102,42,2,24,25
110,0102,42,2,25,20
110,0102,42,2,26,7
110,0109,01,2,21,1
110,0109,02,1,20,1
110,0109,02,1,23,1
110,0109,02,1,24,1
110,0109,02,2,21,1
110,0109,03,1,16,1
110,0109,03,1,17,1
110,0109,03,1,18,1
110,0109,03,1,19,1
110,0109,03,1,23,1
110,0109,03,1,24,1
110,0109,03,2,20,2
110,0109,03,2,23,4
110,0109,06,1,12,1
110,0109,06,1,14,2
110,0109,06,1,15,2
110,0109,06,1,16,13
110,0109,06,1,17,9
110,0109,06,1,18,18
110,0109,06,1,19,22
110,0109,06,1,20,33
110,0109,06,1,21,21
110,0109,06,1,22,27
110,0109,06,1,23,13
110,0109,06,1,24,5
110,0109,06,1,25,1
110,0109,06,1,26,1
110,0109,06,2,07,1
110,0109,06,2,10,1
110,0109,06,2,14,1
110,0109,06,2,15,3
110,0109,06,2,16,5
110,0109,06,2,17,5
110,0109,06,2,18,8
110,0109,06,2,19,16
110,0109,06,2,20,13
110,0109,06,2,21,13
110,0109,06,2,22,25
110,0109,06,2,23,21
110,0109,06,2,24,10
110,0109,06,2,25,2
110,0109,07,1,19,1
110,0109,07,1,21,1
110,0109,07,1,22,3
110,0109,07,2,18,1
110,0109,07,2,19,1
110,0109,07,2,21,1
110,0109,07,2,24,1
110,0109,07,2,25,1
110,0109,09,1,16,1
110,0109,09,1,18,1
110,0109,09,1,19,5
110,0109,09,1,20,5
110,0109,09,1,21,7
110,0109,09,1,22,6
110,0109,09,1,23,8
110,0109,09,1,24,1
110,0109,09,1,25,1
110,0109,09,2,16,1
110,0109,09,2,17,2
110,0109,09,2,19,2
110,0109,09,2,20,2
110,0109,09,2,21,4
110,0109,09,2,22,5
110,0109,09,2,23,7
110,0109,09,2,24,6
110,0109,10,1,21,1
110,0109,10,1,22,2
110,0109,10,1,23,1
110,0109,10,1,24,1
110,0109,10,1,25,1
110,0109,10,2,21,2
110,0109,10,2,22,1
110,0109,10,2,23,4
110,0109,10,2,24,2
110,0109,10,2,25,1
110,0109,10,2,26,1
110,0109,11,1,19,1
110,0109,12,1,19,1
110,0109,12,1,20,1
110,0109,12,2,20,1
110,0109,13,1,20,1
110,0109,13,1,21,1
110,0109,13,1,22,2
110,0109,13,1,23,1
110,0109,13,2,22,1
110,0109,13,2,23,1
110,0109,13,2,26,1
110,0109,15,1,17,1
110,0109,15,1,20,3
110,0109,15,1,21,1
110,0109,15,1,22,2
110,0109,15,1,23,1
110,0109,15,1,24,4
110,0109,15,1,26,1
110,0109,15,2,19,2
110,0109,15,2,20,1
110,0109,15,2,22,2
110,0109,15,2,23,8
110,0109,15,2,24,5
110,0109,15,2,25,2
110,0109,16,1,13,1
110,0109,16,1,14,1
110,0109,16,1,15,3
110,0109,16,1,16,11
110,0109,16,1,17,6
110,0109,16,1,18,7
110,0109,16,1,19,12
110,0109,16,1,20,11
110,0109,16,1,21,14
110,0109,16,1,22,7
110,0109,16,1,23,18
110,0109,16,1,24,8
110,0109,16,1,25,3
110,0109,16,1,26,1
110,0109,16,2,16,2
110,0109,16,2,18,2
110,0109,16,2,19,3
110,0109,16,2,20,8
110,0109,16,2,21,10
110,0109,16,2,22,16
110,0109,16,2,23,15
110,0109,16,2,24,19
110,0109,16,2,25,6
110,0109,17,1,14,3
110,0109,17,1,15,1
110,0109,17,1,16,1
110,0109,17,1,17,2
110,0109,17,1,18,3
110,0109,17,1,19,7
110,0109,17,1,20,3
110,0109,17,1,21,1
110,0109,17,1,22,9
110,0109,17,1,23,6
110,0109,17,1,24,5
110,0109,17,1,25,1
110,0109,17,2,02,1
110,0109,17,2,14,1
110,0109,17,2,16,1
110,0109,17,2,17,1
110,0109,17,2,18,1
110,0109,17,2,19,2
110,0109,17,2,20,2
110,0109,17,2,21,1
110,0109,17,2,22,3
110,0109,17,2,23,5
110,0109,17,2,24,6
110,0109,17,2,25,1
110,0109,19,1,19,1
110,0109,19,1,21,1
110,0109,19,1,22,3
110,0109,19,1,23,1
110,0109,19,1,24,1
110,0109,19,2,23,1
110,0109,21,1,14,1
110,0109,21,1,18,1
110,0109,21,1,20,7
110,0109,21,1,21,8
110,0109,21,1,22,10
110,0109,21,1,23,14
110,0109,21,1,24,9
110,0109,21,1,25,5
110,0109,21,1,26,1
110,0109,21,2,16,1
110,0109,21,2,17,1
110,0109,21,2,19,2
110,0109,21,2,21,4
110,0109,21,2,22,7
110,0109,21,2,23,5
110,0109,21,2,24,3
110,0109,21,2,25,5
110,0109,23,1,17,1
110,0109,23,1,20,3
110,0109,23,1,21,4
110,0109,23,1,22,6
110,0109,23,1,23,3
110,0109,23,1,24,5
110,0109,23,1,25,2
110,0109,23,2,21,3
110,0109,23,2,22,3
110,0109,23,2,23,1
110,0109,23,2,24,2
110,0109,25,1,19,1
110,0109,25,1,22,3
110,0109,25,1,24,1
110,0109,25,2,20,3
110,0109,25,2,21,2
110,0109,25,2,23,2
110,0109,25,2,24,1
110,0109,25,2,25,1
110,0109,26,1,20,1
110,0109,26,1,26,1
110,0109,26,2,14,1
110,0109,26,2,25,1
110,0109,27,1,17,1
110,0109,28,1,15,1
110,0109,28,1,16,3
110,0109,28,1,18,3
110,0109,28,1,19,2
110,0109,28,1,22,1
110,0109,28,2,18,1
110,0109,28,2,20,2
110,0109,28,2,22,1
110,0109,28,2,23,1
110,0109,28,2,24,1
110,0109,29,1,21,2
110,0109,30,1,24,1
110,0109,30,2,25,1
110,0109,31,1,18,2
110,0109,31,1,21,1
110,0109,31,2,23,2
110,0109,32,1,17,1
110,0109,32,1,18,2
110,0109,32,1,19,3
110,0109,32,1,20,2
110,0109,32,1,21,1
110,0109,32,1,22,2
110,0109,32,1,23,5
110,0109,32,1,25,1
110,0109,32,2,18,1
110,0109,32,2,19,3
110,0109,32,2,21,1
110,0109,32,2,22,3
110,0109,32,2,23,3
110,0109,32,2,24,3
110,0109,32,2,25,2
110,0109,34,1,01,3
110,0109,35,1,01,1
110,0109,36,2,24,2
110,0109,37,1,02,1
110,0109,38,1,17,3
110,0109,38,1,18,2
110,0109,38,1,19,2
110,0109,38,1,20,1
110,0109,38,1,22,3
110,0109,38,1,23,1
110,0109,38,1,24,1
110,0109,38,1,25,1
110,0109,38,2,18,1
110,0109,38,2,19,2
110,0109,38,2,20,2
110,0109,38,2,21,2
110,0109,38,2,22,1
110,0109,38,2,24,1
110,0109,39,1,09,1
110,0109,39,1,11,1
110,0109,39,1,14,1
110,0109,39,1,16,1
110,0109,39,1,17,2
110,0109,39,1,18,5
110,0109,39,1,19,2
110,0109,39,1,20,1
110,0109,39,1,21,2
110,0109,39,1,22,3
110,0109,39,1,25,1
110,0109,39,2,13,1
110,0109,39,2,16,1
110,0109,39,2,17,2
110,0109,39,2,20,2
110,0109,39,2,22,1
110,0109,39,2,23,3
110,0109,40,1,11,2
110,0109,40,1,16,2
110,0109,40,1,17,1
110,0109,40,1,19,1
110,0109,40,1,20,1
110,0109,40,1,21,1
110,0109,40,2,13,1
110,0109,40,2,19,1
110,0109,40,2,21,2
110,0109,42,1,09,1
110,0109,42,1,10,1
110,0109,42,1,12,2
110,0109,42,1,15,1
110,0109,42,1,16,1
110,0109,42,1,17,4
110,0109,42,1,18,4
110,0109,42,1,19,11
110,0109,42,1,20,6
110,0109,42,1,21,5
110,0109,42,1,22,5
110,0109,42,1,23,9
110,0109,42,1,24,4
110,0109,42,1,25,2
110,0109,42,1,26,1
110,0109,42,2,09,2
110,0109,42,2,16,1
110,0109,42,2,18,3
110,0109,42,2,19,5
110,0109,42,2,20,5
110,0109,42,2,21,6
110,0109,42,2,22,11
110,0109,42,2,23,9
110,0109,42,2,24,6
110,0109,42,2,25,7
110,0109,42,2,26,1
110,0110,01,1,15,1
110,0110,02,1,20,1
110,0110,02,1,21,1
110,0110,02,1,22,1
110,0110,02,1,23,1
110,0110,02,2,23,1
110,0110,03,1,15,1
110,0110,03,1,17,1
110,0110,03,1,18,1
110,0110,03,1,19,2
110,0110,03,1,20,2
110,0110,03,1,21,3
110,0110,03,1,24,1
110,0110,03,1,25,3
110,0110,03,2,19,1
110,0110,03,2,20,1
110,0110,03,2,22,3
110,0110,03,2,23,4
110,0110,03,2,24,5
110,0110,04,1,17,1
110,0110,04,1,20,1
110,0110,05,1,14,1
110,0110,06,1,10,1
110,0110,06,1,11,1
110,0110,06,1,13,1
110,0110,06,1,14,6
110,0110,06,1,15,2
110,0110,06,1,16,10
