year,county,cause,sex,age_code,N
110,0512,39,1,21,1
110,0512,39,1,22,3
110,0512,39,1,23,1
110,0512,39,2,14,1
110,0512,39,2,17,1
110,0512,39,2,19,1
110,0512,39,2,25,1
110,0512,40,1,12,1
110,0512,40,1,16,1
110,0512,40,2,16,1
110,0512,40,2,21,1
110,0512,41,2,05,1
110,0512,42,1,14,1
110,0512,42,1,17,3
110,0512,42,1,19,2
110,0512,42,1,20,1
110,0512,42,1,22,1
110,0512,42,1,23,5
110,0512,42,1,24,2
110,0512,42,1,25,1
110,0512,42,2,16,1
110,0512,42,2,19,1
110,0512,42,2,20,2
110,0512,42,2,21,2
110,0512,42,2,22,2
110,0512,42,2,23,3
110,0512,42,2,24,1
110,0512,42,2,25,1
110,0513,02,1,23,1
110,0513,03,1,19,1
110,0513,03,2,22,1
110,0513,04,1,21,1
110,0513,06,1,14,2
110,0513,06,1,16,4
110,0513,06,1,17,4
110,0513,06,1,18,9
110,0513,06,1,19,6
110,0513,06,1,20,5
110,0513,06,1,21,9
110,0513,06,1,22,10
110,0513,06,1,23,4
110,0513,06,1,24,1
110,0513,06,2,16,1
110,0513,06,2,17,2
110,0513,06,2,18,1
110,0513,06,2,20,2
110,0513,06,2,21,4
110,0513,06,2,22,10
110,0513,06,2,23,6
110,0513,06,2,24,3
110,0513,07,1,19,1
110,0513,07,1,24,1
110,0513,07,2,24,1
110,0513,09,1,16,1
110,0513,09,1,17,2
110,0513,09,1,18,2
110,0513,09,1,19,1
110,0513,09,1,20,4
110,0513,09,1,21,1
110,0513,09,1,22,1
110,0513,09,2,20,1
110,0513,09,2,21,2
110,0513,09,2,22,6
110,0513,09,2,23,3
110,0513,09,2,24,3
110,0513,09,2,26,1
110,0513,10,1,20,1
110,0513,10,1,22,1
110,0513,10,2,23,3
110,0513,10,2,24,1
110,0513,13,2,23,1
110,0513,13,2,24,1
110,0513,15,1,16,1
110,0513,15,1,21,1
110,0513,15,1,22,2
110,0513,15,1,23,2
110,0513,15,1,25,2
110,0513,15,2,23,1
110,0513,15,2,24,2
110,0513,16,1,16,2
110,0513,16,1,17,1
110,0513,16,1,18,1
110,0513,16,1,20,2
110,0513,16,1,21,2
110,0513,16,1,22,3
110,0513,16,1,23,1
110,0513,16,1,25,1
110,0513,16,2,18,1
110,0513,16,2,19,1
110,0513,16,2,22,3
110,0513,16,2,23,4
110,0513,16,2,24,1
110,0513,16,2,25,1
110,0513,17,1,18,2
110,0513,17,1,20,1
110,0513,17,1,21,2
110,0513,17,1,22,2
110,0513,17,1,23,2
110,0513,17,1,25,1
110,0513,17,2,17,1
110,0513,17,2,20,1
110,0513,17,2,21,2
110,0513,17,2,22,2
110,0513,17,2,24,1
110,0513,19,1,19,1
110,0513,21,1,19,1
110,0513,21,1,20,1
110,0513,21,1,22,1
110,0513,21,1,23,1
110,0513,21,1,24,1
110,0513,21,1,25,1
110,0513,21,2,22,2
110,0513,21,2,24,2
110,0513,21,2,25,2
110,0513,23,1,15,1
110,0513,23,1,19,1
110,0513,23,1,20,1
110,0513,23,1,21,2
110,0513,23,1,23,2
110,0513,23,1,24,1
110,0513,23,2,23,3
110,0513,23,2,24,2
110,0513,23,2,25,1
110,0513,25,2,24,1
110,0513,26,1,23,1
110,0513,27,1,23,1
110,0513,28,1,15,1
110,0513,28,1,16,1
110,0513,28,1,17,1
110,0513,28,1,18,1
110,0513,28,1,19,1
110,0513,28,1,20,1
110,0513,28,2,15,1
110,0513,28,2,21,2
110,0513,28,2,23,1
110,0513,28,2,24,1
110,0513,30,2,20,1
110,0513,31,2,20,1
110,0513,32,1,18,1
110,0513,32,1,20,1
110,0513,32,1,21,1
110,0513,32,1,22,1
110,0513,32,1,23,1
110,0513,32,2,23,1
110,0513,32,2,25,1
110,0513,39,1,09,1
110,0513,39,1,12,1
110,0513,39,1,14,1
110,0513,39,1,20,1
110,0513,39,1,22,1
110,0513,39,2,09,1
110,0513,39,2,19,1
110,0513,39,2,20,1
110,0513,39,2,22,1
110,0513,39,2,23,1
110,0513,40,1,13,1
110,0513,40,1,19,1
110,0513,40,2,20,2
110,0513,42,1,13,1
110,0513,42,1,15,2
110,0513,42,1,16,1
110,0513,42,1,20,2
110,0513,42,1,21,1
110,0513,42,1,22,2
110,0513,42,1,24,1
110,0513,42,2,17,1
110,0513,42,2,18,1
110,0513,42,2,19,2
110,0513,42,2,21,1
110,0513,42,2,22,2
110,0513,42,2,23,1
110,0513,42,2,24,1
110,0514,02,1,17,1
110,0514,02,2,23,1
110,0514,03,1,18,1
110,0514,03,1,20,1
110,0514,03,1,21,1
110,0514,05,1,11,1
110,0514,06,1,15,1
110,0514,06,1,17,9
110,0514,06,1,18,4
110,0514,06,1,19,4
110,0514,06,1,20,5
110,0514,06,1,21,5
110,0514,06,1,22,3
110,0514,06,1,23,7
110,0514,06,1,24,3
110,0514,06,2,12,1
110,0514,06,2,14,2
110,0514,06,2,16,1
110,0514,06,2,17,1
110,0514,06,2,18,3
110,0514,06,2,19,2
110,0514,06,2,20,9
110,0514,06,2,21,5
110,0514,06,2,22,7
110,0514,06,2,23,6
110,0514,06,2,24,3
110,0514,07,1,22,1
110,0514,07,2,19,1
110,0514,08,1,24,1
110,0514,09,1,17,1
110,0514,09,1,18,3
110,0514,09,1,19,1
110,0514,09,1,20,2
110,0514,09,1,22,1
110,0514,09,1,23,2
110,0514,09,2,16,1
110,0514,09,2,19,1
110,0514,09,2,22,2
110,0514,09,2,24,1
110,0514,10,1,17,1
110,0514,10,1,23,1
110,0514,10,2,20,1
110,0514,10,2,22,1
110,0514,10,2,23,1
110,0514,10,2,25,1
110,0514,12,1,18,1
110,0514,15,1,16,1
110,0514,15,1,23,2
110,0514,15,1,24,1
110,0514,15,2,21,2
110,0514,15,2,22,2
110,0514,15,2,23,2
110,0514,15,2,24,1
110,0514,16,1,12,1
110,0514,16,1,16,1
110,0514,16,1,17,1
110,0514,16,1,18,3
110,0514,16,1,19,2
110,0514,16,1,21,1
110,0514,16,1,23,1
110,0514,16,2,18,2
110,0514,16,2,19,1
110,0514,16,2,22,1
110,0514,16,2,23,3
110,0514,16,2,24,2
110,0514,17,1,18,1
110,0514,17,1,20,1
110,0514,17,1,23,3
110,0514,17,1,24,2
110,0514,17,1,25,1
110,0514,17,2,15,1
110,0514,17,2,18,1
110,0514,17,2,19,1
110,0514,17,2,21,1
110,0514,17,2,22,2
110,0514,17,2,23,2
110,0514,17,2,24,2
110,0514,19,1,19,1
110,0514,21,1,16,1
110,0514,21,1,20,1
110,0514,21,1,21,1
110,0514,21,1,22,1
110,0514,21,1,23,3
110,0514,21,1,24,2
110,0514,21,1,25,1
110,0514,21,2,20,1
110,0514,21,2,21,1
110,0514,21,2,22,1
110,0514,21,2,23,1
110,0514,21,2,24,3
110,0514,23,1,17,1
110,0514,23,1,20,2
110,0514,23,1,22,2
110,0514,23,1,23,1
110,0514,23,1,24,3
110,0514,23,2,22,1
110,0514,23,2,23,2
110,0514,28,1,16,1
110,0514,28,1,19,1
110,0514,28,1,25,1
110,0514,28,2,19,1
110,0514,28,2,21,2
110,0514,28,2,22,1
110,0514,28,2,23,1
110,0514,31,1,19,1
110,0514,31,2,23,1
110,0514,32,1,19,1
110,0514,32,1,24,1
110,0514,32,2,19,1
110,0514,32,2,23,1
110,0514,34,1,01,1
110,0514,39,1,10,1
110,0514,39,1,11,1
110,0514,39,1,15,1
110,0514,39,1,16,1
110,0514,39,1,17,1
110,0514,39,1,19,1
110,0514,39,1,21,1
110,0514,39,2,10,1
110,0514,39,2,20,1
110,0514,39,2,21,1
110,0514,39,2,23,1
110,0514,39,2,24,1
110,0514,40,1,12,1
110,0514,40,1,19,1
110,0514,40,2,10,1
110,0514,40,2,11,1
110,0514,40,2,14,1
110,0514,42,1,09,1
110,0514,42,1,17,2
110,0514,42,1,18,1
110,0514,42,1,19,1
110,0514,42,1,21,1
110,0514,42,1,22,1
110,0514,42,1,23,4
110,0514,42,1,24,3
110,0514,42,2,20,1
110,0514,42,2,21,2
110,0514,42,2,22,1
110,0514,42,2,23,2
110,0514,42,2,24,1
110,0514,42,2,25,1
110,0515,03,1,21,1
110,0515,06,1,15,1
110,0515,06,1,16,1
110,0515,06,1,17,3
110,0515,06,1,18,3
110,0515,06,1,19,1
110,0515,06,1,20,3
110,0515,06,1,21,4
110,0515,06,1,22,1
110,0515,06,1,23,3
110,0515,06,2,15,1
110,0515,06,2,16,1
110,0515,06,2,18,3
110,0515,06,2,19,3
110,0515,06,2,21,3
110,0515,06,2,22,3
110,0515,06,2,23,2
110,0515,07,1,19,1
110,0515,07,2,20,1
110,0515,09,1,18,1
110,0515,09,1,19,1
110,0515,09,2,16,1
110,0515,09,2,22,1
110,0515,09,2,23,2
110,0515,09,2,24,2
110,0515,10,1,20,1
110,0515,10,2,23,1
110,0515,15,1,24,1
110,0515,15,2,26,1
110,0515,16,1,17,1
110,0515,16,1,18,2
110,0515,16,1,20,1
110,0515,16,1,21,1
110,0515,16,1,22,6
110,0515,16,1,23,3
110,0515,16,1,24,5
110,0515,16,2,19,1
110,0515,16,2,23,7
110,0515,16,2,24,3
110,0515,16,2,25,1
110,0515,17,1,17,1
110,0515,17,1,23,1
110,0515,17,2,23,1
110,0515,19,2,24,1
110,0515,21,1,16,1
110,0515,21,1,20,1
110,0515,21,1,22,1
110,0515,21,1,23,3
110,0515,21,1,24,1
110,0515,21,2,23,2
110,0515,21,2,24,2
110,0515,23,1,16,1
110,0515,23,1,21,1
110,0515,23,1,22,1
110,0515,23,1,23,3
110,0515,23,2,24,2
110,0515,26,1,20,1
110,0515,27,1,18,1
110,0515,28,1,14,1
110,0515,28,2,17,1
110,0515,28,2,20,1
110,0515,28,2,24,1
110,0515,31,1,18,1
110,0515,32,1,18,1
110,0515,32,1,21,1
110,0515,32,1,23,1
110,0515,32,2,18,1
110,0515,32,2,21,1
110,0515,32,2,22,1
110,0515,32,2,23,1
110,0515,32,2,25,1
110,0515,36,1,23,1
110,0515,36,1,24,1
110,0515,36,2,24,2
110,0515,36,2,25,1
110,0515,39,1,22,1
110,0515,42,1,18,1
110,0515,42,1,19,1
110,0515,42,1,20,1
110,0515,42,1,22,4
110,0515,42,1,23,2
110,0515,42,1,24,1
110,0515,42,2,10,1
110,0515,42,2,16,1
110,0515,42,2,22,1
110,0515,42,2,23,1
110,0516,02,1,22,1
110,0516,03,1,21,1
110,0516,03,1,23,1
110,0516,03,2,23,1
110,0516,03,2,24,1
110,0516,04,2,19,1
110,0516,06,1,09,1
110,0516,06,1,12,1
110,0516,06,1,14,1
110,0516,06,1,16,1
110,0516,06,1,17,4
110,0516,06,1,18,12
110,0516,06,1,19,2
110,0516,06,1,20,5
110,0516,06,1,21,3
110,0516,06,1,22,9
110,0516,06,1,23,1
110,0516,06,1,24,3
110,0516,06,2,15,1
110,0516,06,2,16,1
110,0516,06,2,17,1
110,0516,06,2,18,7
110,0516,06,2,19,1
110,0516,06,2,20,1
110,0516,06,2,21,5
110,0516,06,2,22,5
110,0516,06,2,23,5
110,0516,06,2,24,3
110,0516,07,1,18,1
110,0516,07,1,20,1
110,0516,09,1,17,1
110,0516,09,1,19,4
110,0516,09,1,20,1
110,0516,09,1,21,2
110,0516,09,1,22,3
110,0516,09,1,23,1
110,0516,09,2,14,1
110,0516,09,2,16,1
110,0516,09,2,20,1
110,0516,09,2,21,2
110,0516,09,2,23,2
110,0516,09,2,24,3
110,0516,10,1,21,1
110,0516,10,2,22,1
110,0516,10,2,23,2
110,0516,10,2,24,1
110,0516,13,2,17,1
110,0516,13,2,21,1
110,0516,13,2,23,1
110,0516,13,2,25,1
110,0516,15,1,12,1
110,0516,15,1,18,1
110,0516,15,1,19,1
110,0516,15,1,20,2
110,0516,15,1,22,1
110,0516,15,1,23,3
110,0516,15,2,22,1
110,0516,15,2,23,1
110,0516,16,1,17,2
110,0516,16,1,18,3
110,0516,16,1,19,2
110,0516,16,1,20,4
110,0516,16,1,21,1
110,0516,16,1,22,1
110,0516,16,1,23,2
110,0516,16,1,25,1
110,0516,16,2,22,3
110,0516,16,2,25,2
110,0516,17,1,15,1
110,0516,17,1,18,1
110,0516,17,1,19,5
110,0516,17,1,23,2
110,0516,17,2,20,2
110,0516,17,2,22,4
110,0516,17,2,25,1
110,0516,17,2,26,1
110,0516,20,1,23,1
110,0516,21,1,20,2
110,0516,21,1,22,3
110,0516,21,1,23,2
110,0516,21,1,24,2
110,0516,21,1,26,1
110,0516,21,2,17,1
110,0516,21,2,19,1
110,0516,21,2,20,1
110,0516,21,2,22,3
110,0516,21,2,23,1
110,0516,21,2,24,4
110,0516,21,2,25,3
110,0516,23,1,19,1
110,0516,23,1,23,1
110,0516,23,2,24,2
110,0516,28,1,16,2
110,0516,28,1,19,1
110,0516,28,1,20,1
110,0516,28,1,23,1
110,0516,31,2,20,1
110,0516,31,2,22,1
110,0516,32,1,20,1
110,0516,32,1,21,1
110,0516,32,2,20,4
110,0516,32,2,25,1
110,0516,36,1,22,1
110,0516,36,1,24,1
110,0516,36,2,22,1
110,0516,36,2,24,2
110,0516,36,2,25,2
110,0516,39,1,12,1
110,0516,39,1,13,1
110,0516,39,1,14,3
110,0516,39,1,18,2
110,0516,39,1,19,1
110,0516,39,1,20,1
110,0516,39,1,21,1
110,0516,39,1,23,1
110,0516,39,2,11,1
110,0516,39,2,18,1
110,0516,39,2,22,1
110,0516,39,2,24,1
110,0516,40,1,13,1
110,0516,40,2,20,1
110,0516,42,1,19,3
110,0516,42,1,20,1
110,0516,42,1,22,2
110,0516,42,1,23,2
110,0516,42,2,14,1
110,0516,42,2,15,1
110,0516,42,2,19,1
110,0516,42,2,22,1
110,0516,42,2,23,2
110,0516,42,2,24,1
110,0516,42,2,25,2
110,0517,02,1,20,1
110,0517,03,1,17,1
110,0517,03,1,18,2
110,0517,03,2,19,1
110,0517,03,2,22,1
110,0517,03,2,23,1
110,0517,04,2,18,1
110,0517,06,1,15,2
110,0517,06,1,16,5
110,0517,06,1,17,11
110,0517,06,1,18,1
110,0517,06,1,19,4
110,0517,06,1,20,5
110,0517,06,1,21,6
110,0517,06,1,22,7
110,0517,06,1,23,7
110,0517,06,1,24,3
110,0517,06,1,25,1
110,0517,06,1,26,1
110,0517,06,2,13,1
110,0517,06,2,15,2
110,0517,06,2,16,1
110,0517,06,2,17,1
110,0517,06,2,19,2
110,0517,06,2,20,4
110,0517,06,2,21,4
110,0517,06,2,22,6
110,0517,06,2,23,5
110,0517,06,2,24,4
110,0517,07,1,24,1
110,0517,09,1,20,1
110,0517,09,1,22,1
110,0517,09,1,23,2
110,0517,09,1,24,1
110,0517,09,2,18,1
110,0517,09,2,21,2
110,0517,09,2,22,1
110,0517,09,2,23,2
110,0517,09,2,24,5
110,0517,10,1,18,1
110,0517,10,1,23,1
110,0517,10,1,24,1
110,0517,10,2,22,3
110,0517,10,2,23,2
110,0517,10,2,24,1
110,0517,10,2,26,1
110,0517,15,1,15,1
110,0517,15,1,20,1
110,0517,15,1,22,1
110,0517,15,1,24,1
110,0517,15,2,18,1
110,0517,15,2,21,1
110,0517,15,2,22,1
110,0517,15,2,23,1
110,0517,15,2,24,4
110,0517,15,2,25,2
110,0517,16,1,15,1
110,0517,16,1,18,1
110,0517,16,1,19,1
110,0517,16,1,20,1
110,0517,16,1,21,1
110,0517,16,1,22,2
110,0517,16,1,23,2
110,0517,16,2,19,2
110,0517,16,2,21,1
110,0517,16,2,22,1
110,0517,16,2,23,5
110,0517,16,2,24,1
110,0517,16,2,25,1
110,0517,17,1,15,1
110,0517,17,1,19,1
110,0517,17,1,20,4
110,0517,17,1,21,1
110,0517,17,1,22,5
110,0517,17,1,23,5
110,0517,17,1,26,1
110,0517,17,2,19,1
110,0517,17,2,21,2
110,0517,17,2,23,2
110,0517,17,2,24,2
110,0517,19,1,22,1
110,0517,21,1,18,2
110,0517,21,1,19,2
110,0517,21,1,21,2
110,0517,21,1,22,5
110,0517,21,1,23,4
110,0517,21,1,24,1
110,0517,21,1,25,1
110,0517,21,2,18,1
110,0517,21,2,19,1
110,0517,21,2,21,1
110,0517,21,2,22,5
110,0517,21,2,23,2
110,0517,21,2,24,3
110,0517,21,2,25,1
110,0517,23,1,21,1
110,0517,23,1,22,3
110,0517,23,1,24,2
110,0517,23,1,25,1
110,0517,23,2,21,1
110,0517,23,2,22,1
110,0517,23,2,23,1
110,0517,23,2,24,1
110,0517,25,1,22,1
110,0517,26,1,21,1
110,0517,26,1,23,1
110,0517,26,2,25,1
110,0517,27,2,20,1
110,0517,27,2,23,1
110,0517,28,1,14,1
110,0517,28,1,15,3
110,0517,28,1,16,1
110,0517,28,1,21,2
110,0517,28,1,22,1
110,0517,28,2,21,1
110,0517,29,1,23,1
110,0517,30,1,17,1
110,0517,30,2,23,1
110,0517,31,2,18,1
110,0517,32,1,23,2
110,0517,32,1,24,1
110,0517,32,2,15,1
110,0517,32,2,19,1
110,0517,32,2,22,1
110,0517,36,1,22,1
110,0517,36,1,23,5
110,0517,36,1,24,4
110,0517,36,2,23,2
110,0517,36,2,24,6
110,0517,36,2,25,2
110,0517,36,2,26,1
110,0517,39,1,05,1
110,0517,39,1,06,1
110,0517,39,1,10,1
110,0517,39,1,11,3
110,0517,39,1,16,2
110,0517,39,1,17,2
110,0517,39,1,19,5
110,0517,39,1,20,2
110,0517,39,1,22,1
110,0517,39,1,25,1
110,0517,39,2,18,1
110,0517,39,2,19,1
110,0517,39,2,22,1
110,0517,40,1,13,1
110,0517,40,1,15,2
110,0517,40,2,17,1
110,0517,41,1,12,1
110,0517,42,1,14,1
110,0517,42,1,16,2
110,0517,42,1,17,2
110,0517,42,1,18,1
110,0517,42,1,19,1
110,0517,42,1,21,1
110,0517,42,1,22,1
110,0517,42,1,23,2
110,0517,42,1,24,1
110,0517,42,1,25,1
110,0517,42,2,16,2
110,0517,42,2,18,1
110,0517,42,2,21,1
110,0517,42,2,23,5
110,0517,42,2,24,3
110,0517,42,2,25,2
110,0517,42,2,26,1
110,0518,03,1,21,1
110,0518,03,1,23,1
110,0518,03,2,22,1
110,0518,03,2,24,1
110,0518,06,1,14,1
110,0518,06,1,15,3
110,0518,06,1,16,2
110,0518,06,1,17,5
110,0518,06,1,18,6
110,0518,06,1,19,6
110,0518,06,1,20,1
110,0518,06,1,21,5
110,0518,06,1,22,6
110,0518,06,1,23,2
110,0518,06,1,24,2
110,0518,06,1,25,1
110,0518,06,2,15,2
110,0518,06,2,16,2
110,0518,06,2,18,3
110,0518,06,2,19,3
110,0518,06,2,20,3
110,0518,06,2,21,5
110,0518,06,2,22,3
110,0518,06,2,23,8
110,0518,06,2,24,2
110,0518,06,2,25,2
110,0518,07,1,15,1
110,0518,07,1,22,1
110,0518,07,2,24,1
110,0518,09,1,16,1
110,0518,09,1,18,1
110,0518,09,1,19,1
110,0518,09,1,20,1
110,0518,09,1,21,1
110,0518,09,1,24,1
110,0518,09,2,18,1
110,0518,09,2,21,1
110,0518,09,2,23,1
110,0518,10,1,23,2
110,0518,10,2,22,2
110,0518,10,2,24,2
110,0518,10,2,25,2
110,0518,13,2,22,1
110,0518,13,2,23,1
110,0518,15,1,23,2
110,0518,15,1,24,1
110,0518,15,1,25,1
110,0518,15,1,26,1
110,0518,15,2,20,1
110,0518,15,2,23,3
110,0518,15,2,24,1
110,0518,16,1,10,1
110,0518,16,1,15,2
110,0518,16,1,16,1
110,0518,16,1,17,2
110,0518,16,1,19,1
110,0518,16,1,20,2
110,0518,16,1,21,2
110,0518,16,1,22,2
110,0518,16,1,23,3
110,0518,16,1,24,2
110,0518,16,1,25,1
110,0518,16,2,17,1
110,0518,16,2,18,1
110,0518,16,2,19,1
110,0518,16,2,21,1
110,0518,16,2,22,1
110,0518,16,2,23,3
110,0518,16,2,24,5
110,0518,16,2,25,1
110,0518,17,1,19,1
110,0518,17,1,20,1
110,0518,17,1,21,1
110,0518,17,1,22,1
110,0518,17,1,23,2
110,0518,17,2,18,1
110,0518,17,2,21,1
110,0518,17,2,22,1
110,0518,17,2,23,5
110,0518,17,2,24,5
110,0518,19,1,16,1
110,0518,19,2,18,1
110,0518,19,2,22,1
110,0518,21,1,15,1
110,0518,21,1,16,1
110,0518,21,1,20,1
110,0518,21,1,23,1
110,0518,21,1,24,5
110,0518,21,1,25,1
110,0518,21,2,19,2
110,0518,21,2,20,1
110,0518,21,2,21,1
110,0518,21,2,22,3
110,0518,21,2,23,1
110,0518,21,2,24,6
110,0518,21,2,25,2
110,0518,21,2,26,1
110,0518,23,1,18,1
110,0518,23,1,22,1
110,0518,23,1,23,1
110,0518,23,2,21,1
110,0518,23,2,23,1
110,0518,23,2,25,1
110,0518,25,1,23,1
110,0518,26,2,24,1
110,0518,27,1,22,1
110,0518,28,1,16,1
110,0518,28,1,17,1
110,0518,28,1,18,1
110,0518,28,2,19,1
110,0518,28,2,22,1
110,0518,31,2,23,1
110,0518,32,1,19,2
110,0518,32,1,20,1
110,0518,32,1,23,3
110,0518,32,2,17,1
110,0518,32,2,18,2
110,0518,32,2,21,1
110,0518,32,2,22,2
110,0518,32,2,23,2
110,0518,36,1,22,1
110,0518,36,1,24,1
110,0518,36,2,23,1
110,0518,36,2,24,3
110,0518,36,2,25,1
110,0518,39,1,13,1
110,0518,39,1,17,1
110,0518,39,1,18,2
110,0518,39,1,20,1
110,0518,39,1,23,1
110,0518,39,1,24,1
110,0518,39,2,03,1
110,0518,39,2,12,1
110,0518,40,1,10,1
110,0518,40,1,13,1
110,0518,40,1,19,1
110,0518,42,1,17,1
110,0518,42,1,19,1
110,0518,42,1,20,1
110,0518,42,1,21,1
110,0518,42,1,22,2
110,0518,42,1,24,2
110,0518,42,2,19,1
110,0518,42,2,20,1
110,0518,42,2,22,4
110,0518,42,2,23,2
110,0518,42,2,24,6
110,0518,42,2,25,2
110,0518,42,2,26,1
110,0519,01,2,22,1
110,0519,02,1,22,1
110,0519,03,1,17,1
110,0519,03,1,19,1
110,0519,03,1,20,1
110,0519,03,1,24,1
110,0519,06,1,16,2
110,0519,06,1,17,3
110,0519,06,1,18,2
110,0519,06,1,19,3
110,0519,06,1,20,4
110,0519,06,1,21,5
110,0519,06,1,22,3
110,0519,06,1,23,2
110,0519,06,1,24,1
110,0519,06,2,13,1
110,0519,06,2,19,1
110,0519,06,2,20,2
110,0519,06,2,21,3
110,0519,06,2,22,4
110,0519,06,2,23,2
110,0519,06,2,24,1
110,0519,06,2,25,1
110,0519,09,1,18,1
110,0519,09,1,19,1
110,0519,09,1,22,2
110,0519,09,2,18,1
110,0519,09,2,22,1
110,0519,09,2,23,3
110,0519,09,2,25,1
110,0519,10,1,24,1
110,0519,10,2,22,2
110,0519,10,2,25,1
110,0519,13,1,23,1
110,0519,13,2,22,1
110,0519,15,1,17,1
110,0519,15,1,22,1
110,0519,15,1,25,2
110,0519,15,2,21,1
110,0519,16,1,13,1
110,0519,16,1,16,2
110,0519,16,1,17,1
110,0519,16,1,19,1
110,0519,16,1,21,1
110,0519,16,1,22,2
110,0519,16,1,23,1
110,0519,16,2,20,1
110,0519,16,2,21,2
110,0519,16,2,22,4
110,0519,16,2,23,2
110,0519,17,1,18,1
110,0519,17,1,23,1
110,0519,17,2,21,1
110,0519,17,2,22,2
110,0519,17,2,23,1
110,0519,17,2,24,1
110,0519,21,1,17,1
110,0519,21,1,21,1
110,0519,21,2,19,1
110,0519,21,2,20,1
110,0519,21,2,21,1
110,0519,21,2,22,4
110,0519,21,2,23,1
110,0519,21,2,24,1
110,0519,23,1,22,1
110,0519,23,1,24,2
110,0519,23,2,22,1
110,0519,26,1,23,1
110,0519,28,1,16,1
110,0519,28,1,17,1
110,0519,28,1,21,1
110,0519,32,1,22,1
110,0519,32,2,22,1
110,0519,32,2,23,1
110,0519,36,1,23,1
110,0519,36,1,25,1
110,0519,39,1,10,1
110,0519,39,1,11,1
110,0519,39,1,23,1
110,0519,39,2,18,1
110,0519,39,2,19,2
110,0519,40,2,22,1
110,0519,42,1,11,1
110,0519,42,1,13,1
110,0519,42,1,15,1
110,0519,42,1,17,2
110,0519,42,2,22,3
110,0519,42,2,24,1
110,0519,42,2,25,1
110,0520,03,1,23,1
110,0520,03,2,22,1
110,0520,06,1,12,2
110,0520,06,1,14,4
110,0520,06,1,15,3
110,0520,06,1,16,3
110,0520,06,1,17,3
110,0520,06,1,18,4
110,0520,06,1,19,13
110,0520,06,1,20,5
110,0520,06,1,21,3
110,0520,06,1,22,3
110,0520,06,1,23,7
110,0520,06,1,24,1
110,0520,06,1,25,1
110,0520,06,2,13,2
110,0520,06,2,16,2
110,0520,06,2,17,1
110,0520,06,2,18,4
110,0520,06,2,19,5
110,0520,06,2,20,4
110,0520,06,2,21,6
110,0520,06,2,22,5
110,0520,06,2,23,3
110,0520,06,2,24,1
110,0520,07,1,19,1
110,0520,07,2,22,1
110,0520,09,1,19,2
110,0520,09,1,20,2
110,0520,09,1,21,1
110,0520,09,1,23,4
110,0520,09,2,18,1
110,0520,09,2,19,1
110,0520,09,2,21,1
110,0520,09,2,22,1
110,0520,09,2,23,2
110,0520,09,2,24,2
110,0520,10,1,20,1
110,0520,10,1,21,1
110,0520,10,1,24,1
110,0520,10,2,21,1
110,0520,10,2,23,2
110,0520,10,2,24,2
110,0520,13,2,23,1
110,0520,15,1,13,1
110,0520,15,1,16,1
110,0520,15,1,20,1
110,0520,15,1,24,1
110,0520,15,2,23,1
110,0520,15,2,24,3
110,0520,16,1,12,1
110,0520,16,1,14,1
110,0520,16,1,17,2
110,0520,16,1,18,4
110,0520,16,1,19,2
110,0520,16,1,20,2
110,0520,16,1,21,4
110,0520,16,1,22,1
110,0520,16,1,23,3
110,0520,16,1,24,2
110,0520,16,2,19,1
110,0520,16,2,22,2
110,0520,16,2,23,1
110,0520,16,2,24,3
110,0520,17,1,16,1
110,0520,17,1,19,2
110,0520,17,1,20,1
110,0520,17,1,21,2
110,0520,17,1,23,3
110,0520,17,2,21,1
110,0520,17,2,22,1
110,0520,17,2,24,1
110,0520,19,1,17,1
110,0520,19,1,18,1
110,0520,19,1,19,1
110,0520,19,1,20,1
110,0520,21,1,17,1
110,0520,21,1,20,1
110,0520,21,1,21,1
110,0520,21,1,22,3
110,0520,21,1,23,4
110,0520,21,1,24,4
110,0520,21,2,18,1
110,0520,21,2,21,1
110,0520,21,2,22,1
110,0520,21,2,23,2
110,0520,21,2,24,3
110,0520,23,1,22,2
110,0520,23,1,23,4
110,0520,23,2,20,1
110,0520,23,2,22,1
110,0520,26,2,20,1
110,0520,28,1,13,1
110,0520,28,1,14,1
110,0520,28,1,15,2
110,0520,28,1,20,1
110,0520,31,1,20,1
110,0520,32,1,13,1
110,0520,32,1,21,3
110,0520,32,1,23,3
110,0520,32,2,19,1
110,0520,32,2,20,1
110,0520,32,2,21,1
110,0520,32,2,23,1
110,0520,32,2,24,1
110,0520,36,1,22,1
110,0520,36,1,23,3
110,0520,36,1,24,1
110,0520,36,2,22,2
110,0520,36,2,23,1
110,0520,36,2,25,3
110,0520,39,1,10,1
110,0520,39,1,14,2
110,0520,39,1,19,2
110,0520,39,1,21,1
110,0520,39,1,22,2
110,0520,39,2,13,1
110,0520,40,1,11,1
110,0520,40,1,12,1
110,0520,40,1,15,1
110,0520,40,1,19,1
110,0520,40,2,23,1
110,0520,41,1,12,1
110,0520,41,1,13,1
110,0520,41,1,17,1
110,0520,42,1,16,3
110,0520,42,1,17,1
110,0520,42,1,18,5
110,0520,42,1,19,2
110,0520,42,1,20,1
110,0520,42,1,22,2
110,0520,42,1,23,1
110,0520,42,1,24,1
110,0520,42,2,19,1
110,0520,42,2,21,2
110,0520,42,2,22,1
110,0520,42,2,23,2
110,0520,42,2,24,2
110,0521,02,1,22,1
110,0521,04,2,17,1
